,f_root,f_step,pic_lst,path,caption
44,f-C5N57BZC,f-C5N57BZC_step03_sent03,"['44.jpg', '46.jpg', '48.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-C5N57BZC/f-C5N57BZC_step03_sent03_000,"[['a', 'gold', 'old,', 'metal', '[UNK]', 'copper', 'pots', 'and', '[UNK]', 'with', '[UNK]', '[UNK]', 'on', 'it.', '<end>'], ['there', 'is', 'a', '[UNK]', 'counter', 'with', 'bowls', 'and', '[UNK]', '<end>'], ['sliced', 'meal', 'on', 'the', '[UNK]', '[UNK]', '[UNK]', 'dishes.', '<end>']]"
45,f-C5N57BZC,f-C5N57BZC_step03_sent01,"['440.jpg', '436.jpg', '438.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-C5N57BZC/f-C5N57BZC_step03_sent01_000,"[['well', 'dressed', 'in', 'horse', '[UNK]', '<end>'], ['a', 'display', 'of', 'sheet', 'cakes', 'and', 'a', '[UNK]', 'in', 'the', 'foreground.', '<end>'], ['a', 'person', 'holding', 'onto', 'a', 'dog', 'with', 'a', 'person', 'sitting', 'next', 'to', 'someone', 'on', 'it', '<end>']]"
46,f-C5N57BZC,f-C5N57BZC_step01_sent01,"['358.jpg', '360.jpg', '356.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-C5N57BZC/f-C5N57BZC_step01_sent01_000,"[['an', '[UNK]', 'round', 'wall', 'of', 'an', 'bowls', 'with', 'a', 'round', 'wall', 'of', 'the', 'picture', 'of', 'a', 'sink', 'with', 'a', 'sink', 'with', 'some', 'coffee', 'next', 'to', 'a', 'cluttered', 'with', 'a', 'kitchen', 'setting', '[UNK]', '<end>'], ['a', 'blender', 'atop', 'a', 'blender', 'and', 'mug', 'still', 'on', 'the', 'time.', '<end>'], ['a', 'pile', 'of', 'a', 'view', 'of', 'a', 'pink', 'and', 'yellow', 'display', 'of', 'a', 'display', 'of', 'the', 'inside', 'of', 'dolls', 'and', 'a', 'photo', 'of', 'a', '[UNK]', 'lipstick', 'and', 'a', '[UNK]', '<end>']]"
47,f-QSNYFL4Q,f-QSNYFL4Q_step03_sent01,"['4.jpg', '6.jpg', '8.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step03_sent01_002,"[['food', 'that', 'reads', '[UNK]', '[UNK]', '<end>'], ['a', 'man', 'takes', 'a', 'blender', 'filled', 'with', 'a', '[UNK]', '<end>'], ['a', 'person', 'is', 'holding', 'a', 'spoon', 'in', 'it', '<end>']]"
48,f-QSNYFL4Q,f-QSNYFL4Q_step02_sent01,"['4.jpg', '6.jpg', '8.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step02_sent01_008,"[['a', 'red', 'shelf', 'filled', 'with', 'a', 'photo', 'of', 'a', 'bowl', 'of', 'apples.', '<end>'], ['a', 'stylized', 'photo', 'of', 'an', '[UNK]', 'fruit', '[UNK]', 'into', 'a', 'glass', 'of', 'water', 'items', 'in', 'the', 'background.', '<end>'], ['a', 'floral', 'kitchen', 'with', 'seaweed', 'on', 'a', 'peppers.', '<end>']]"
49,f-QSNYFL4Q,f-QSNYFL4Q_step02_sent01,"['256.jpg', '254.jpg', '252.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step02_sent01_006,"[['the', 'pottery', 'is', 'taking', 'a', 'picture', 'of', 'a', 'person', 'has', 'a', 'picture', 'sits', 'near', 'a', '[UNK]', 'lipstick', 'and', 'a', 'bottle', 'of', '[UNK]', 'into', 'a', '[UNK]', 'pot', 'as', 'a', '[UNK]', 'into', 'different', '[UNK]', 'and', 'there', 'is', 'a', 'toddler', 'has', 'a', 'large', 'cup', 'showing', 'bunny', 'breads', 'in', 'a', '[UNK]', 'pot', 'for', 'a'], ['a', 'picture', 'of', '[UNK]', 'with', 'a', 'large', '[UNK]', 'cooking', 'in', 'a', 'kitchen', 'counter', 'with', 'kitchen', 'with', '[UNK]', 'sitting', 'inside', 'of', 'a', 'kitchen', 'counter', 'outside', 'barbeque', '[UNK]', 'with', 'mostly', '[UNK]', '<end>'], ['a', 'group', 'of', 'various', 'items', 'of', 'pastries.', '<end>']]"
50,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent03,"['318.jpg', '320.jpg', '316.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent03_005,"[['two', 'pots', 'and', 'pans', 'next', 'to', 'a', 'bar', 'for', 'a', 'bar', 'in', 'front', 'of', 'a', 'store', '<end>'], ['there', 'is', 'a', 'woman', '[UNK]', 'kitchen', 'counter', '<end>'], ['cooking', 'cooking', 'cooking', 'on', 'the', 'stove', 'and', 'some', '[UNK]', 'cooking', '[UNK]', 'some', 'oven.', '<end>']]"
51,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent02,"['254.jpg', '252.jpg', '256.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent02_006,"[['a', 'photograph', 'of', 'a', 'close', 'up', 'of', 'something', 'in', 'front', 'of', 'an', 'oven.', '<end>'], ['a', 'group', 'of', 'custom', 'items', 'all', 'of', '[UNK]', 'in', 'a', 'stove', 'showing', '[UNK]', '<end>'], ['a', 'close', 'up', 'of', 'a', 'child', 'is', 'holding', 'a', 'cake', 'looking', 'into', 'the', 'counter', 'with', 'glasses.', '<end>']]"
52,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent02,"['84.jpg', '86.jpg', '88.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent02_003,"[['a', 'person', 'taking', 'a', 'big', 'white', 'picture', 'of', 'asian', 'bananas', 'in', 'a', 'library.', '<end>'], ['a', 'silver', 'stove', 'with', 'some', 'meat', 'sitting', 'on', 'a', 'covered', 'in', 'empty', 'of', 'a', 'room.', '<end>'], ['a', 'large,', 'person', 'is', 'being', 'built', 'into', 'a', 'spoon', 'on', 'the', 'cooking', 'area.', '<end>']]"
53,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent01,"['8.jpg', '6.jpg', '4.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent01_014,"[['a', 'waterway', 'filled', 'with', 'a', 'homemade', 'kitchen', 'with', 'a', 'person', 'stands', 'up.', '<end>'], ['a', 'man', 'takes', 'a', '[UNK]', 'empty', '[UNK]', 'doughnuts.', '<end>'], ['an', 'wall', 'filled', 'with', 'a', 'shiny', 'pants', 'by', 'some', 'apples.', '<end>']]"
54,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent01,"['64.jpg', '68.jpg', '66.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent01_009,"[['a', 'wooden', 'racing', 'picture', 'of', 'an', '[UNK]', 'just', '[UNK]', '<end>'], ['fruit', 'and', 'banana', 'made', 'of', 'work', 'on', 'a', 'table.', '<end>'], ['a', 'couple', 'of', 'three', 'persons', '[UNK]', 'doughnuts', 'on', 'top', 'of', 'it.', '<end>']]"
55,f-QSNYFL4Q,f-QSNYFL4Q_step01_sent01,"['104.jpg', '102.jpg', '100.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step01_sent01_000,"[['a', 'person', 'standing', 'next', 'to', 'a', 'wooden', 'counter', 'ready', 'to', '[UNK]', '<end>'], ['a', 'woman', 'holding', 'a', 'person', 'holding', 'a', 'person', 'holding', 'a', 'bunch', 'of', 'man', 'holding', 'a', 'person', 'holding', 'a', 'man', 'holding', 'a', 'person', 'holding', 'a', 'man', 'wearing', 'a', 'man', 'in', 'a', '[UNK]', '<end>'], ['the', 'man', 'holding', 'a', 'doll', 'sitting', 'in', 'an', 'empty', 'room.', '<end>']]"
56,f-QSNYFL4Q,f-QSNYFL4Q_step06_sent01,"['208.jpg', '204.jpg', '206.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step06_sent01_000,"[['a', 'picture', 'of', 'a', 'close', 'up', 'of', 'empty', 'pink', 'and', 'small', 'cute', 'children', 'playing', 'with', 'banana', 'with', 'a', '[UNK]', 'of', 'coffee.', '<end>'], ['a', 'view', 'of', 'a', 'banana', 'being', 'held', 'up', 'hanging', 'his', '[UNK]', '[UNK]', '<end>'], ['two', 'kids', 'in', 'a', 'room', '<end>']]"
57,f-QSNYFL4Q,f-QSNYFL4Q_step05_sent01,"['252.jpg', '256.jpg', '254.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step05_sent01_000,"[['group', 'of', 'something', 'on', 'display', 'next', 'to', 'pieces', '<end>'], ['closeup', 'of', 'a', 'toddler', 'is', 'holding', 'a', 'meal', 'inside', 'of', 'an', '[UNK]', 'counter', 'in', '[UNK]', 'line.', '<end>'], ['a', '[UNK]', 'oven', 'in', 'a', 'man.', '<end>']]"
58,f-QSNYFL4Q,f-QSNYFL4Q_step04_sent01,"['136.jpg', '134.jpg', '132.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step04_sent01_015,"[['the', 'women', 'set', 'on', 'a', 'plate.', '<end>'], ['a', 'close', 'up', 'of', 'a', 'photo', 'of', 'a', 'young', 'man', 'tips', 'and', 'dress', 'cutting', 'a', 'man', 'into', 'the', '[UNK]', 'in', 'front', 'of', 'a', 'big', 'body', 'of', 'food', '<end>'], ['assorted', 'dishes', 'of', 'dishes', 'dishes', '[UNK]', 'dishes', 'on', 'them', 'on', 'a', 'cutting', 'fried', 'out', 'of', 'wedding', 'and', 'cakes.', '<end>']]"
59,f-QSNYFL4Q,f-QSNYFL4Q_step04_sent01,"['6.jpg', '8.jpg', '4.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QSNYFL4Q/f-QSNYFL4Q_step04_sent01_001,"[['a', 'younger', 'blonde', 'microwave', 'view', 'of', 'food', 'out', 'of', 'large', 'dishes', 'into', 'a', 'glass', '<end>'], ['an', 'image', 'of', 'bunny', 'kitchen', 'his', 'teeth.', '<end>'], ['a', 'fresh', 'microwave', 'filled', 'with', 'dishes', 'being', 'displayed', 'on', 'a', 'glass', 'dishes', 'in', 'the', 'camera.', '<end>']]"
60,f-QPMPD5WV,f-QPMPD5WV_step02_sent04,"['148.jpg', '146.jpg', '144.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPMPD5WV/f-QPMPD5WV_step02_sent04_004,"[['a', 'person', 'with', 'double', 'banana', 'near', 'a', '[UNK]', '<end>'], ['a', 'hand', 'wearing', 'purple.', 'as', 'a', 'very', '[UNK]', 'executing', 'a', 'man', 'takes', 'a', 'banana', 'and', 'carrots.', '<end>'], ['a', 'man', 'is', 'being', '[UNK]', '<end>']]"
61,f-QPMPD5WV,f-QPMPD5WV_step02_sent03,"['148.jpg', '146.jpg', '144.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPMPD5WV/f-QPMPD5WV_step02_sent03_007,"[['closeup', 'of', 'smoking', 'of', 'doughnuts.', '<end>'], ['a', 'hand', 'showing', 'ski', 'down', 'having', 'a', 'tennis', 'racket', 'in', 'the', '[UNK]', '<end>'], ['there', 'is', 'a', 'woman', 'with', 'glasses', 'holding', 'a', 'father', '<end>']]"
62,f-QPMPD5WV,f-QPMPD5WV_step02_sent02,"['144.jpg', '148.jpg', '146.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPMPD5WV/f-QPMPD5WV_step02_sent02_004,"[['a', 'close-up', 'view', 'of', 'a', 'man', 'reaching', 'up', 'a', 'person', 'taking', 'a', 'funny', 'in', 'it', '<end>'], ['a', 'large', 'large', 'large', 'doughnut', 'the', 'camera.', '<end>'], ['an', 'asian', 'person', 'who', 'is', 'taking', 'a', 'short', 'shorts', 'taking', '[UNK]', 'down', 'playing', 'with', 'a', 'person', 'taking', 'a', 'picture', 'of', 'man', 'takes', 'a', 'banana,', 'and', 'carrots.', '<end>']]"
63,f-QPMPD5WV,f-QPMPD5WV_step02_sent01,"['408.jpg', '412.jpg', '410.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPMPD5WV/f-QPMPD5WV_step02_sent01_000,"[['a', 'bathroom', 'with', 'older', 'looking', '[UNK]', 'bottle.', '<end>'], ['a', 'very', 'large', 'sheet', 'in', 'military', 'uniforms', 'by', 'the', '[UNK]', 'of', 'fruit', 'pot', 'of', 'it.', '<end>'], ['a', 'small', 'white', 'picture', 'of', 'a', 'little', 'white', 'dog', 'sitting', 'on', 'a', 'table.', '<end>']]"
64,f-QPMPD5WV,f-QPMPD5WV_step01_sent01,"['242.jpg', '244.jpg', '240.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPMPD5WV/f-QPMPD5WV_step01_sent01_006,"[['a', '[UNK]', 'cutting', 'two', 'slices', 'a', 'lady', 'with', 'two', 'slices', '[UNK]', '<end>'], ['dog', 'being', 'displayed.', '<end>'], ['a', '[UNK]', 'to', 'make', 'their', 'cake,', 'with', 'racket', '<end>']]"
65,f-QPM63867,f-QPM63867_step10_sent01,"['170.jpg', '172.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step10_sent01_011,"[['hand', 'is', 'taking', 'a', 'hot', 'dog', 'wearing', 'colored', 'luggage', '<end>'], ['a', 'man', 'standing', 'next', 'to', 'an', 'oven', 'in', 'the', 'pulling', 'up', 'by', 'itself.', '<end>'], ['a', 'hand', 'being', 'hand', 'installed', 'in', 'an', 'oven.', '<end>']]"
66,f-QPM63867,f-QPM63867_step09_sent01,"['200.jpg', '202.jpg', '204.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step09_sent01_003,"[['person', 'is', 'taken', 'out', 'of', 'a', 'donut', 'on', 'purple.', '<end>'], ['an', 'asian', 'woman', 'that', 'is', 'shown', 'with', 'a', 'very', '[UNK]', 'on', 'a', 'small', 'single', 'white', 'plate', 'with', '[UNK]', 'with', 'a', 'purple', 'with', 'a', '[UNK]', 'is', 'off', 'of', 'the', 'little', '[UNK]', '<end>'], ['a', 'woman', 'in', 'a', 'square', 'white', 'picture', 'of', 'a', 'women', 'with', 'a', 'purple', '[UNK]', 'that', 'is', 'coming', 'out', 'above', 'it.', '<end>']]"
67,f-QPM63867,f-QPM63867_step08_sent01,"['1516.jpg', '1514.jpg', '1512.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step08_sent01_005,"[['a', 'person', 'is', 'on', 'a', 'baseball', '[UNK]', '<end>'], ['a', 'woman', 'holding', 'an', '[UNK]', 'on', 'a', 'hand', '<end>'], ['a', 'person', 'is', 'holding', 'a', 'spray', 'its', 'mouth', 'open.', '<end>']]"
68,f-QPM63867,f-QPM63867_step06_sent01,"['380.jpg', '384.jpg', '382.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step06_sent01_007,"[['a', 'girl', 'on', 'high', 'dog', '<end>'], ['assorted', 'balls', 'that', 'is', 'suspended', 'inside', 'the', 'inside', '<end>'], ['a', 'couple', 'of', 'people', 'standing', 'in', 'the', 'kitchen.', '<end>']]"
69,f-QPM63867,f-QPM63867_step05_sent01,"['48.jpg', '52.jpg', '50.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step05_sent01_008,"[['a', 'person', 'cutting', 'into', 'a', 'bowl', 'in', 'the', 'counter.', '<end>'], ['a', '[UNK]', 'and', 'an', '[UNK]', 'oranges', 'on', 'the', 'railing', 'in', 'a', '[UNK]', 'in', 'a', 'small', 'front.', '<end>'], ['a', 'man', 'who', 'is', 'sitting', 'close', 'to', 'a', 'blue', 'pot', 'of', 'his', 'work', 'of', 'the', 'water.', '<end>']]"
70,f-QPM63867,f-QPM63867_step04_sent01,"['98.jpg', '96.jpg', '100.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step04_sent01_003,"[['a', 'dish', 'covered', 'in', 'front', 'of', 'a', 'pastry', 'store', 'of', 'wine.', '<end>'], ['a', 'close', 'picture', 'of', 'a', 'hot', 'cat.', '<end>'], ['there', 'is', 'food', 'is', 'near', 'a', 'storefront', 'with', 'purple', 'next', 'to', 'a', 'table', 'with', 'drinks', 'on', 'a', 'table.', '<end>']]"
71,f-QPM63867,f-QPM63867_step01_sent01,"['624.jpg', '622.jpg', '620.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-QPM63867/f-QPM63867_step01_sent01_000,"[['a', 'close-up', 'of', 'a', 'person', 'talking', 'on', 'a', 'picture', 'of', 'a', 'close-up', 'of', 'a', 'picture', 'of', 'a', 'flip', 'cell', 'phone', 'on', 'the', '[UNK]', 'watching', '<end>'], ['closeup', 'view', 'shows', 'a', '[UNK]', 'out', 'of', 'a', '[UNK]', '<end>'], ['an', 'empty', 'wooden', 'cup', 'sitting', 'in', 'front', 'of', 'a', 'coffee', 'cup.', '<end>']]"
72,f-Q4LNLYMP,f-Q4LNLYMP_step04_sent01,"['106.jpg', '104.jpg', '108.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Q4LNLYMP/f-Q4LNLYMP_step04_sent01_001,"[['three', 'silver', 'bowl', 'filled', 'with', 'broccoli,', 'soup,', 'meal', 'in', 'a', 'wooden', 'spoon.', '<end>'], ['a', 'bunch', 'of', 'some', 'different', 'groups', 'of', 'some', 'meat', 'and', 'meat.', '<end>'], ['three', 'looking', 'food', 'cooking', 'on', 'a', 'leash.', '<end>']]"
73,f-Q4LNLYMP,f-Q4LNLYMP_step03_sent01,"['352.jpg', '350.jpg', '348.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Q4LNLYMP/f-Q4LNLYMP_step03_sent01_005,"[['an', 'old', 'fashion', 'white', 'picture', 'of', 'a', 'large', 'lid', 'sits', 'on', 'the', 'fruit', '[UNK]', '<end>'], ['a', 'picture', 'of', 'a', 'picture', 'of', 'an', 'intersection', 'with', 'an', 'urban', 'area', 'with', 'broccoli', 'sit', 'on', 'the', 'house.', '<end>'], ['a', 'blender', 'and', 'closeup', 'of', 'a', 'blender', 'next', 'to', 'some', 'people.', '<end>']]"
74,f-Q4LNLYMP,f-Q4LNLYMP_step02_sent02,"['50.jpg', '52.jpg', '48.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Q4LNLYMP/f-Q4LNLYMP_step02_sent02_003,"[['a', 'man', 'sits', 'going', 'down', 'with', 'a', 'pot', 'hanging', 'out', 'of', 'a', 'white', 'house.', '<end>'], ['an', '[UNK]', 'and', 'oranges.', '<end>'], ['an', 'asian', 'man', 'is', 'getting', 'a', 'sheet', 'dish', 'with', 'a', 'spoon', 'in', 'the', 'water.', '<end>']]"
75,f-Q4LNLYMP,f-Q4LNLYMP_step02_sent01,"['144.jpg', '140.jpg', '142.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Q4LNLYMP/f-Q4LNLYMP_step02_sent01_006,"[['there', 'is', 'an', 'old', 'man', 'a', 'desk', 'top', 'of', 'him.', '<end>'], ['a', 'knife.', 'has', 'some', 'food', '<end>'], ['a', 'glass', 'plate', 'with', 'a', 'knife', 'on', 'a', 'table.', '<end>']]"
76,f-PZB4LG33,f-PZB4LG33_step02_sent03,"['532.jpg', '530.jpg', '528.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PZB4LG33/f-PZB4LG33_step02_sent03_000,"[['a', 'man', 'in', 'glasses', 'of', 'water', 'bottle', '<end>'], ['a', 'man', 'looks', 'like', 'a', 'drink', 'in', 'the', 'plates', 'next', 'to', 'a', 'wooden', 'wine', 'glasses', 'next', 'to', 'group', 'of', 'wine', 'cutting', 'a', '[UNK]', 'a', 'small', 'yellow', 'strange', 'looking', 'into', 'a', 'cake', 'on', 'a', 'table.', '<end>'], ['a', 'man', 'standing', 'in', 'front', 'of', 'a', '[UNK]', '<end>']]"
77,f-PZB4LG33,f-PZB4LG33_step02_sent01,"['224.jpg', '228.jpg', '226.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PZB4LG33/f-PZB4LG33_step02_sent01_000,"[['a', 'woman', 'holding', 'three', 'hot', 'bears', 'inside', 'of', 'a', 'table.', '<end>'], ['a', 'man', 'in', 'an', 'assortment', 'of', 'food.', '<end>'], ['a', 'person', 'holding', 'a', 'wooden', 'square', 'bottle', 'of', 'tea.', '<end>']]"
78,f-PZB4LG33,f-PZB4LG33_step01_sent02,"['226.jpg', '224.jpg', '228.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PZB4LG33/f-PZB4LG33_step01_sent02_005,"[['the', 'gray', 'bowl', 'holds', 'a', 'glass', 'vase', 'with', '[UNK]', 'bottle', '<end>'], ['a', 'white', 'bowl', 'holding', 'a', 'plastic', 'clear', 'glass', 'glass', 'vase', 'next', 'to', 'a', 'glass', 'vase', 'and', 'strange', 'vase', 'of', 'liquid.', '<end>'], ['a', 'bowl', 'crouched', 'close', 'to', 'a', 'small', 'glass', 'vase', 'with', 'a', 'glass', 'and', 'white', 'frosting', 'on', 'a', '[UNK]', '<end>']]"
79,f-PZB4LG33,f-PZB4LG33_step01_sent01,"['202.jpg', '204.jpg', '200.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PZB4LG33/f-PZB4LG33_step01_sent01_009,"[['a', 'man', 'holding', 'a', 'cake', 'with', 'pepperoni', 'inside', 'local', 'restaurant.', '<end>'], ['a', 'red', 'frosted', 'has', 'cut', 'into', 'two', 'plates', 'and', 'bowls.', '<end>'], ['someone', 'being', 'carrots', 'in', 'his', 'large', 'tray', 'covered', 'pot', 'at', 'a', 'pan', 'on', 'a', 'pan', 'with', 'a', 'drink', 'in', 'a', 'pan', 'on', 'the', 'table.', '<end>']]"
80,f-PTT78MT4,f-PTT78MT4_step08_sent01,"['228.jpg', '226.jpg', '224.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PTT78MT4/f-PTT78MT4_step08_sent01_013,"[['a', 'person', 'reaches', 'over', 'paying', 'that', 'has', 'been', 'eaten', 'phone', 'out', 'of', 'a', 'wooden', 'floor.', '<end>'], ['the', 'young', 'man', 'holding', 'a', 'person', 'eating', 'a', 'bowl.', '<end>'], ['a', 'person', 'uses', 'a', 'wooden', 'floor.', '<end>']]"
81,f-PTT78MT4,f-PTT78MT4_step08_sent01,"['226.jpg', '224.jpg', '228.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PTT78MT4/f-PTT78MT4_step08_sent01_003,"[['this', 'is', 'a', 'person', 'with', 'a', 'no', 'other', '[UNK]', 'on', 'a', 'ledge', 'that', 'atop', 'a', 'wooden', 'floor', '<end>'], ['a', 'skateboarder', 'in', 'a', 'wooden', 'cutting', 'paper.', '<end>'], ['a', 'person', 'leaning', 'over', 'a', 'half', 'eaten', 'cake', 'next', 'to', 'a', '[UNK]', 'floor.', '<end>']]"
82,f-PTT78MT4,f-PTT78MT4_step06_sent01,"['726.jpg', '728.jpg', '724.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PTT78MT4/f-PTT78MT4_step06_sent01_000,"[['an', 'open', 'kitchen', 'with', 'a', 'mixture', 'of', 'set', 'on', 'the', 'ground', 'next', 'to', 'it.', '<end>'], ['a', 'fresh', '[UNK]', 'filled', 'with', 'some', 'tomatoes', 'placed', 'on', 'top', 'of', 'it.', '<end>'], ['a', 'silver', 'oven', 'with', 'three', 'mirrors', 'on', 'top', 'of', 'a', 'stove', 'with', 'carrots', '<end>']]"
83,f-PTT78MT4,f-PTT78MT4_step05_sent02,"['168.jpg', '166.jpg', '164.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PTT78MT4/f-PTT78MT4_step05_sent02_000,"[['an', 'orange', 'bowl', 'full', 'of', 'a', 'plate', 'with', 'orange', '[UNK]', 'and', 'sprinkles', 'on', 'a', '[UNK]', 'plate.', '<end>'], ['a', 'toothbrush.', '<end>'], ['a', 'wooden', 'cold', 'arranged', 'on', 'wooden', 'table.', '<end>']]"
84,f-PTT78MT4,f-PTT78MT4_step03_sent02,"['342.jpg', '340.jpg', '344.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PTT78MT4/f-PTT78MT4_step03_sent02_004,"[['the', 'view', 'of', 'various', 'vases', 'filled', 'glasses.', '<end>'], ['a', 'meal', 'and', 'spoon', 'on', 'it.', '<end>'], ['a', 'stove', 'with', 'lots', 'of', 'them', 'appear', '[UNK]', 'ingredients', 'in', 'it', '<end>']]"
85,f-PSWY23P8,f-PSWY23P8_step04_sent01,"['248.jpg', '246.jpg', '244.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PSWY23P8/f-PSWY23P8_step04_sent01_000,"[['a', 'sandwich', 'with', '[UNK]', 'printed', 'on', 'it.', '<end>'], ['a', 'there', 'are', 'many', 'stickers', 'on', 'it.', '<end>'], ['a', 'wooden', 'box', 'with', 'some', 'fried', '[UNK]', '[UNK]', '<end>']]"
86,f-PSWY23P8,f-PSWY23P8_step03_sent01,"['188.jpg', '186.jpg', '184.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PSWY23P8/f-PSWY23P8_step03_sent01_000,"[['a', 'pizza', 'with', 'lipstick', 'and', 'microwave.', '<end>'], ['a', 'view', 'of', 'coffee', 'that', 'has', 'some', 'donuts', 'in', 'front', 'of', 'it', '<end>'], ['a', 'half', 'on', 'the', 'ground', 'played', 'on', 'the', 'counter', 'with', 'a', 'lid', 'on', 'it.', '<end>']]"
87,f-PSWY23P8,f-PSWY23P8_step02_sent02,"['1438.jpg', '1436.jpg', '1440.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PSWY23P8/f-PSWY23P8_step02_sent02_000,"[['a', 'silver', 'silver', 'oven', 'with', 'silver', 'oven', 'with', '[UNK]', 'together', 'on', 'a', 'stove', 'overhead.', '<end>'], ['adult', 'kitchen', 'cutting', 'some', 'covered', 'with', 'some', 'type', 'of', 'fresh', 'hot', 'pizza', 'in', 'front', 'of', 'him.', '<end>'], ['asian', 'glass', 'oven', 'and', 'a', 'large', 'stove', 'with', 'stove', 'with', '3', 'served.', '<end>']]"
88,f-PSWY23P8,f-PSWY23P8_step01_sent01,"['68.jpg', '64.jpg', '66.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PSWY23P8/f-PSWY23P8_step01_sent01_006,"[['a', 'dining', 'counter', 'with', 'an', 'oven', 'with', 'other', 'vegetables', 'in', 'the', 'oven.', '<end>'], ['a', 'metallic', 'oven', 'with', 'his', 'stove', 'top', 'with', 'other', 'toppings.', '<end>'], ['a', 'stove', 'with', 'some', 'meat', 'and', 'pans', 'on', 'the', 'stove', 'in', 'an', '[UNK]', '<end>']]"
89,f-PSWY23P8,f-PSWY23P8_step01_sent01,"['114.jpg', '112.jpg', '116.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-PSWY23P8/f-PSWY23P8_step01_sent01_000,"[['sliced', 'covered', 'with', 'fresh', 'vegetables', 'on', 'an', 'surface.', '<end>'], ['a', 'kitchen', 'that', 'is', 'preparing', 'to', 'be', 'eaten', 'with', 'the', 'stove', 'and', 'pieces', '<end>'], ['a', 'pan', 'filled', 'with', 'assorted', 'dishes', 'on', 'the', 'grill.', '<end>']]"
